ID,First_Name,Last_Name,Family_id,ID_cnic,Gender
542,Zufar,Insaf,542,32644-9963549-1,M
543,Zuhoor,Wafa,543,32645-9963550-1,M
544,Zulaym,Faiz,544,32646-9963551-1,M
545,Zulfaqar,Uthman,545,32647-9963552-1,M
546,Zulfiqar,Saadat,546,32648-9963553-1,M
547,Zunnoon,Dawoud,547,32649-9963554-1,M
548,Zuti,Qutaybah,548,32650-9963555-1,M
549,Ghanem,Aamir,1,32651-9963556-1,M
550,Hamdan,Dizhwar,2,32652-9963557-1,M
551,Sadeem,Nadim,3,32653-9963558-1,M
552,Tahoor,Raahil,4,32654-9963559-1,M
553,Lut,Yar,5,32655-9963560-1,M
554,Ghazi,Jiyad,6,32656-9963561-1,M
555,Laiq,Aasim,7,32657-9963562-1,M
556,Ibrahim,Rahmat,8,32658-9963563-1,M
557,Jalees,Jamil,9,32659-9963564-1,M
558,Cale,Rabiah,10,32660-9963565-1,M
559,Qaseem,Qais,11,32661-9963566-1,M
560,Faakhir,Gulzar,12,32662-9963567-1,M
561,Faizan,Uhban,13,32663-9963568-1,M
562,Basharat,Damurah,14,32664-9963569-1,M
563,Laqeet,Yaqub,15,32665-9963570-1,M
564,Wali,Zuhoor,16,32666-9963571-1,M
565,Umran,Issar,17,32667-9963572-1,M
566,Wildan,Faakhir,18,32668-9963573-1,M
567,Mamduh,Safeenah,19,32669-9963574-1,M
568,Ghannam,Nabhan,20,32670-9963575-1,M
569,Izaan,Haaziq,21,32671-9963576-1,M
570,Yafi,Iskandar,22,32672-9963577-1,M
571,Aamirah,Kamran,23,32673-9963578-1,M
572,Barraq,Farasat,24,32674-9963579-1,M
573,Wafiq,Diyari,25,32675-9963580-1,M
574,Nafis,Waseem,26,32676-9963581-1,M
575,Emran,Ishaq,27,32677-9963582-1,M
576,Zaroon,Layth,28,32678-9963583-1,M
577,Jarood,Bazam,29,32679-9963584-1,M
578,Baqir,Hafiz,30,32680-9963585-1,M
579,Jahdari,Ghazalan,31,32681-9963586-1,M
580,Jaraah,Zaigham,32,32682-9963587-1,M
581,Jummal,Jaraah,33,32683-9963588-1,M
582,Zaeem,Dawlah,34,32684-9963589-1,M
583,Iqbal,Qamar,35,32685-9963590-1,M
584,Idris,Daniel,36,32686-9963591-1,M
585,Mahdi,Labib,37,32687-9963592-1,M
586,Kawthar,Rafan,38,32688-9963593-1,M
587,Aalim,Jahangir,39,32689-9963594-1,M
588,Itimad,Lahab,40,32690-9963595-1,M
589,Dawar,Saeed,41,32691-9963596-1,M
590,Ziyad,Aamil,42,32692-9963597-1,M
591,Majdi,Wahhaj,43,32693-9963598-1,M
592,Wafi,Quadir,44,32694-9963599-1,M
593,Batal,Liban,45,32695-9963600-1,M
594,Ubaydullah,Jahdami,46,32696-9963601-1,M
595,Raheel,Aalim,47,32697-9963602-1,M
596,Faisal,Aashif,48,32698-9963603-1,M
597,Taha,Makki,49,32699-9963604-1,M
598,Madani,Usamah,50,32700-9963605-1,M
599,Sabahat,Sabir,51,32701-9963606-1,M
600,Labib,Ghunayn,52,32702-9963607-1,M
601,Faeq,Bashaar,53,32703-9963608-1,M
602,Raashid,Saafir,54,32704-9963609-1,M
603,Safeer,Yushua,55,32705-9963610-1,M
604,Nabhan,Rafiq,56,32706-9963611-1,M
605,Yaqoot,Kazim,57,32707-9963612-1,M
606,Zayan,Ghannam,58,32708-9963613-1,M
607,Zohair,Wajeeh,59,32709-9963614-1,M
608,Zebadiyah,Nabih,60,32710-9963615-1,M
609,Waa’il,Yaqoot,61,32711-9963616-1,M
610,Micronesia,Owais,62,32712-9963617-1,M
611,Maher,Juhaym,63,32713-9963618-1,M
612,Uthman,Darim,64,32714-9963619-1,M
613,Tahir,Abbad,65,32715-9963620-1,M
614,Uwayam,Iyaas,66,32716-9963621-1,M
615,Dayyan,Madani,67,32717-9963622-1,M
616,Barkat,Sabur,68,32718-9963623-1,M
617,Zulfiqar,Faaz,69,32719-9963624-1,M
618,Aamir,Ilan,70,32720-9963625-1,M
619,Jahm,Qays,71,32721-9963626-1,M
620,Juma’,Rabar,72,32722-9963627-1,M
621,Maaz,Hadee,73,32723-9963628-1,M
622,Iyaas,Aaqil,74,32724-9963629-1,M
623,Ismah,Daamin,75,32725-9963630-1,M
624,Zufar,Ghazi,76,32726-9963631-1,M
625,Ghufran,Walid,77,32727-9963632-1,M
626,Kafeel,Yahya,78,32728-9963633-1,M
627,Ehan,Ihtsham,79,32729-9963634-1,M
628,Faizaan,Nadhir,80,32730-9963635-1,M
629,Insaf,Cal,81,32731-9963636-1,M
630,Bazam,Zarar,82,32732-9963637-1,M
631,Izzat,Gulab,83,32733-9963638-1,M
632,Obaid,Basharat,84,32734-9963639-1,M
633,Zaighum,Uqbah,85,32735-9963640-1,M
634,Zulfaqar,Behzad,86,32736-9963641-1,M
635,Hakim,Qatadah,87,32737-9963642-1,M
636,Dizhwar,Ithaar,88,32738-9963643-1,M
637,Mahbeer,Walliyullah,89,32739-9963644-1,M
638,Qusay,Jibran,90,32740-9963645-1,M
639,Jul,Utbah,91,32741-9963646-1,M
640,Ghasaan,Jummal,92,32742-9963647-1,M
641,Qatadah,Dilawar,93,32743-9963648-1,M
642,Kamil,Nafasat,94,32744-9963649-1,M
643,Aasim,Istakhri,95,32745-9963650-1,M
644,Nabih,Gamal,96,32746-9963651-1,M
645,Dean,Haleef,97,32747-9963652-1,M
646,Rabbani,Basil,98,32748-9963653-1,M
647,Yasir,Ishrat,99,32749-9963654-1,M
648,Imaad,Latif,100,32750-9963655-1,M
649,Quadir,Bilal,101,32751-9963656-1,M
650,Ghazanfar,Urooj,102,32752-9963657-1,M
651,Abdul Ali,Jamal,103,32753-9963658-1,M
652,Rafay,Intizar,104,32754-9963659-1,M
653,Mahbub,Burhan,105,32755-9963660-1,M
654,Bulhut,Qadi,106,32756-9963661-1,M
655,Intaj,Qasid,107,32757-9963662-1,M
656,Nabigh,Zufar,108,32758-9963663-1,M
657,Sabeeh,Maaz,109,32759-9963664-1,M
658,Zakir,Inayat,110,32760-9963665-1,M
659,Uqbah,Mahdi,111,32761-9963666-1,M
660,Yunus,Nafis,112,32762-9963667-1,M
661,Basir,Sabah,113,32763-9963668-1,M
662,Qaim,Zohair,114,32764-9963669-1,M
663,Walid,Ghauth,115,32765-9963670-1,M
664,Uzayr,Majd,116,32766-9963671-1,M
665,Cemal,Qadeer,117,32767-9963672-1,M
666,Khafid,Deen,118,32768-9963673-1,M
667,Ishrat,Zaim,119,32769-9963674-1,M
668,Jibril,Farafisa,120,32770-9963675-1,M
669,Umayyah,Jahdari,121,32771-9963676-1,M
670,Sadaqat,Imran,122,32772-9963677-1,M
671,Jubair,Rafay,123,32773-9963678-1,M
672,Lahab,Zeeshan,124,32774-9963679-1,M
673,Baasim,Taha,125,32775-9963680-1,M
674,Qutb,Qasim,126,32776-9963681-1,M
675,Limazah,Wasim,127,32777-9963682-1,M
676,Ihtiram,Aaban,128,32778-9963683-1,M
677,Aarif,Sa’ir,129,32779-9963684-1,M
678,Makhdoom,Watheq,130,32780-9963685-1,M
679,Yaqeen,Imaad,131,32781-9963686-1,M
680,Halwani,Wasif,132,32782-9963687-1,M
681,Wahb,Fahd,133,32783-9963688-1,M
682,Istakhri,Izzat,134,32784-9963689-1,M
683,Wadi,Jubair,135,32785-9963690-1,M
684,Esmail,Waiz,136,32786-9963691-1,M
685,Mahfuz,Nabil,137,32787-9963692-1,M
686,Abdul Baasit,Careem,138,32788-9963693-1,M
687,Irfan,Aalee,139,32789-9963694-1,M
688,Ulfat,Kawthar,140,32790-9963695-1,M
689,Qasim,Raihan,141,32791-9963696-1,M
690,Aaqil,Zayd,142,32792-9963697-1,M
691,Jawad,Tahir,143,32793-9963698-1,M
692,Baahir,Kafeel,144,32794-9963699-1,M
693,Ithaar,Umran,145,32795-9963700-1,M
694,Mahd,Qudamah,146,32796-9963701-1,M
695,Fadi,Ihsan,147,32797-9963702-1,M
696,Abdul Adl,Sabahat,148,32798-9963703-1,M
697,Wakalat,Usman,149,32799-9963704-1,M
698,Ghazzal,Jalees,150,32800-9963705-1,M
699,Iqrit,Obaid,151,32801-9963706-1,M
700,Mahmud,Insaf,152,32802-9963707-1,M
701,Cheekoo,Wafa,153,32803-9963708-1,M
702,Faaz,Faiz,154,32804-9963709-1,M
703,Rabit,Uthman,155,32805-9963710-1,M
704,Jahiz,Saadat,156,32806-9963711-1,M
705,Rabi’,Dawoud,157,32807-9963712-1,M
706,Wasay,Qutaybah,158,32808-9963713-1,M
707,Fahyim,Mahmud,159,32809-9963714-1,M
708,Uhban,Zaeem,160,32810-9963715-1,M
709,Tahseen,Lutf,161,32811-9963716-1,M
710,Burayd,Raheel,162,32812-9963717-1,M
711,Jahangir,Wail,163,32813-9963718-1,M
712,Dawoud,Parvez,164,32814-9963719-1,M
713,Careem,Ghufran,165,32815-9963720-1,M
714,Ghiyath,Zakariya,166,32816-9963721-1,M
715,Ebrahim,Qani,167,32817-9963722-1,M
716,Fakhr,Kashif,168,32818-9963723-1,M
717,Taheem,Zakariyya,169,32819-9963724-1,M
718,Haleef,Sadit,170,32820-9963725-1,M
719,Rahim,Nadeem,171,32821-9963726-1,M
720,Rabee,Saffar,172,32822-9963727-1,M
721,Zain,Dildar,173,32823-9963728-1,M
722,Aaqib,Yusr,174,32824-9963729-1,M
723,Haikal,Zubair,175,32825-9963730-1,M
724,Ma’mun,Baahir,176,32826-9963731-1,M
725,Hajib,Abdul Afuw,177,32827-9963732-1,M
726,Fahd,Sabeeh,178,32828-9963733-1,M
727,Changez,Basir,179,32829-9963734-1,M
728,Habis,Sadiq,180,32830-9963735-1,M
729,Darim,Urwah,181,32831-9963736-1,M
730,Jahdami,Kamil,182,32832-9963737-1,M
731,Jari,Waleed,183,32833-9963738-1,M
732,Aashif,Intaj,184,32834-9963739-1,M
733,Dabbah,Wali,185,32835-9963740-1,M
734,Kaysan,Fadl,186,32836-9963741-1,M
735,Sabur,Raghib,187,32837-9963742-1,M
736,Jariyah,Labeeb,188,32838-9963743-1,M
737,Ghulam,Laith,189,32839-9963744-1,M
738,Nadr,Falah,190,32840-9963745-1,M
739,Qays,Wazir,191,32841-9963746-1,M
740,Tabish,Zayan,192,32842-9963747-1,M
741,Ilyas,Cheherazad,193,32843-9963748-1,M
742,Behzad,Zaman,194,32844-9963749-1,M
743,Urfee,Kawkab,195,32845-9963750-1,M
744,Rafiq,Aamir,196,32846-9963751-1,M
745,Lajlaj,Dizhwar,197,32847-9963752-1,M
746,Waleed,Nadim,198,32848-9963753-1,M
747,Kasam,Raahil,199,32849-9963754-1,M
748,Lutf,Yar,200,32850-9963755-1,M
749,Ishtiyaq,Jiyad,201,32851-9963756-1,M
750,Maheen,Aasim,202,32852-9963757-1,M
751,Sa’irah,Rahmat,203,32853-9963758-1,M
752,Daamin,Jamil,204,32854-9963759-1,M
753,Gamal,Rabiah,205,32855-9963760-1,M
754,Intizar,Qais,206,32856-9963761-1,M
755,Wafa,Gulzar,207,32857-9963762-1,M
756,Wajeeh,Uhban,208,32858-9963763-1,M
757,Paki (Egyptian),Damurah,209,32859-9963764-1,M
758,Juwain,Yaqub,210,32860-9963765-1,M
759,Islam,Zuhoor,211,32861-9963766-1,M
760,Jalal,Issar,212,32862-9963767-1,M
761,Abdul Azim,Faakhir,213,32863-9963768-1,M
762,Zia,Safeenah,214,32864-9963769-1,M
763,Faqeeh,Nabhan,215,32865-9963770-1,M
764,Malik,Haaziq,216,32866-9963771-1,M
765,Abdul Alim,Iskandar,217,32867-9963772-1,M
766,Diya,Kamran,218,32868-9963773-1,M
767,Gulshan,Farasat,219,32869-9963774-1,M
768,Zameer,Diyari,220,32870-9963775-1,M
769,Qudamah,Waseem,221,32871-9963776-1,M
770,Wahhaj,Ishaq,222,32872-9963777-1,M
771,Jazib,Layth,223,32873-9963778-1,M
772,Inaam,Bazam,224,32874-9963779-1,M
773,Parvez,Hafiz,225,32875-9963780-1,M
774,El-Amin,Ghazalan,226,32876-9963781-1,M
775,Labeeb,Zaigham,227,32877-9963782-1,M
776,Rabar,Jaraah,228,32878-9963783-1,M
777,Danish,Dawlah,229,32879-9963784-1,M
778,Zayd,Qamar,230,32880-9963785-1,M
779,Kaashif,Daniel,231,32881-9963786-1,M
780,Aalee,Labib,232,32882-9963787-1,M
781,Qareeb,Rafan,233,32883-9963788-1,M
782,Ehsan,Jahangir,234,32884-9963789-1,M
783,Sa’ood,Lahab,235,32885-9963790-1,M
784,Deen,Saeed,236,32886-9963791-1,M
785,Zulaym,Aamil,237,32887-9963792-1,M
786,Baber,Wahhaj,238,32888-9963793-1,M
787,Omran,Quadir,239,32889-9963794-1,M
788,Zahir,Liban,240,32890-9963795-1,M
789,Zaigham,Jahdami,241,32891-9963796-1,M
790,Nadeem,Aalim,242,32892-9963797-1,M
791,Taj,Aashif,243,32893-9963798-1,M
792,Waheed,Makki,244,32894-9963799-1,M
793,Inayat,Usamah,245,32895-9963800-1,M
794,Dameer,Sabir,246,32896-9963801-1,M
795,Qasif,Ghunayn,247,32897-9963802-1,M
796,Makki,Bashaar,248,32898-9963803-1,M
797,Wasif,Saafir,249,32899-9963804-1,M
798,Rajaa,Yushua,250,32900-9963805-1,M
799,Sa’d,Rafiq,251,32901-9963806-1,M
800,Qais,Kazim,252,32902-9963807-1,M
801,Gulfam,Ghannam,253,32903-9963808-1,M
802,Unays,Wajeeh,254,32904-9963809-1,M
803,Fahad,Nabih,255,32905-9963810-1,M
804,Jad,Yaqoot,256,32906-9963811-1,M
805,Waqas,Owais,257,32907-9963812-1,M
806,Tajammal,Juhaym,258,32908-9963813-1,M
807,Jibran,Darim,259,32909-9963814-1,M
808,Ihab,Abbad,260,32910-9963815-1,M
809,Kasim,Iyaas,261,32911-9963816-1,M
810,Bassam,Madani,262,32912-9963817-1,M
811,Aasif,Sabur,263,32913-9963818-1,M
812,Yushua,Faaz,264,32914-9963819-1,M
813,Hafid,Ilan,265,32915-9963820-1,M
814,Kazim,Qays,266,32916-9963821-1,M
815,Mahaz,Rabar,267,32917-9963822-1,M
816,Yuhannis,Hadee,268,32918-9963823-1,M
817,Kawkab,Aaqil,269,32919-9963824-1,M
818,Kashif,Daamin,270,32920-9963825-1,M
819,Zuti,Ghazi,271,32921-9963826-1,M
820,Jaan,Walid,272,32922-9963827-1,M
821,Junaid,Yahya,273,32923-9963828-1,M
822,Basel,Ihtsham,274,32924-9963829-1,M
823,Cassem,Nadhir,275,32925-9963830-1,M
824,Safeenah,Cal,276,32926-9963831-1,M
825,Jawdan,Zarar,277,32927-9963832-1,M
826,Falah,Gulab,278,32928-9963833-1,M
827,Ubadah,Basharat,279,32929-9963834-1,M
828,Kazi,Uqbah,280,32930-9963835-1,M
829,Iqtidar,Behzad,281,32931-9963836-1,M
830,Naadir,Qatadah,282,32932-9963837-1,M
831,Yathrib,Ithaar,283,32933-9963838-1,M
832,Qanit,Walliyullah,284,32934-9963839-1,M
833,Zuehb,Jibran,285,32935-9963840-1,M
834,Caleb,Utbah,286,32936-9963841-1,M
835,Haleem,Jummal,287,32937-9963842-1,M
836,Dildar,Dilawar,288,32938-9963843-1,M
837,Ikrimah,Nafasat,289,32939-9963844-1,M
838,Layth,Istakhri,290,32940-9963845-1,M
839,Kamal,Gamal,291,32941-9963846-1,M
840,Yazid,Haleef,292,32942-9963847-1,M
841,Wahid,Basil,293,32943-9963848-1,M
842,Faiq,Ishrat,294,32944-9963849-1,M
843,Gulab,Latif,295,32945-9963850-1,M
844,Hallaj,Bilal,296,32946-9963851-1,M
845,Mahad,Urooj,297,32947-9963852-1,M
846,Taban,Jamal,298,32948-9963853-1,M
847,Urooj,Intizar,299,32949-9963854-1,M
848,Yusuf,Burhan,300,32950-9963855-1,M
849,Nabil,Qadi,301,32951-9963856-1,M
850,Codei,Qasid,302,32952-9963857-1,M
851,Luqman,Zufar,303,32953-9963858-1,M
852,Saadat,Maaz,304,32954-9963859-1,M
853,Zakar,Inayat,305,32955-9963860-1,M
854,Wail,Mahdi,306,32956-9963861-1,M
855,Eitzaz,Nafis,307,32957-9963862-1,M
856,Lutfi,Sabah,308,32958-9963863-1,M
857,Urwah,Zohair,309,32959-9963864-1,M
858,Yusr,Ghauth,310,32960-9963865-1,M
859,Qadeer,Majd,311,32961-9963866-1,M
860,Abbas,Qadeer,312,32962-9963867-1,M
861,Rafi,Deen,313,32963-9963868-1,M
862,Jeelan,Zaim,314,32964-9963869-1,M
863,Jiyad,Farafisa,315,32965-9963870-1,M
864,Zeeshan,Jahdari,316,32966-9963871-1,M
865,Abdul Baari,Imran,317,32967-9963872-1,M
866,Waqaar,Rafay,318,32968-9963873-1,M
867,Dakhil,Zeeshan,319,32969-9963874-1,M
868,Abdul Aziz,Taha,320,32970-9963875-1,M
869,Zuhoor,Qasim,321,32971-9963876-1,M
870,Rahil,Wasim,322,32972-9963877-1,M
871,Hafiz,Aaban,323,32973-9963878-1,M
872,Iqraam,Sa’ir,324,32974-9963879-1,M
873,Ubayd,Watheq,325,32975-9963880-1,M
874,Fajaruddin,Imaad,326,32976-9963881-1,M
875,Eshan,Wasif,327,32977-9963882-1,M
876,Sadiq,Fahd,328,32978-9963883-1,M
877,Aahil,Izzat,329,32979-9963884-1,M
878,Yahya,Jubair,330,32980-9963885-1,M
879,Saburah,Waiz,331,32981-9963886-1,M
880,Ghaith,Nabil,332,32982-9963887-1,M
881,Ihsan,Careem,333,32983-9963888-1,M
882,Naim,Aalee,334,32984-9963889-1,M
883,Nadim,Kawthar,335,32985-9963890-1,M
884,Qasid,Raihan,336,32986-9963891-1,M
885,Rafeek,Zayd,337,32987-9963892-1,M
886,Imtiaz,Tahir,338,32988-9963893-1,M
887,Nafasat,Kafeel,339,32989-9963894-1,M
888,Safiy-Allah,Umran,340,32990-9963895-1,M
889,Rahat,Qudamah,341,32991-9963896-1,M
890,Sabir,Ihsan,342,32992-9963897-1,M
891,Radi,Sabahat,343,32993-9963898-1,M
892,Saaqib,Usman,344,32994-9963899-1,M
893,Majd,Jalees,345,32995-9963900-1,M
894,Jabr,Obaid,346,32996-9963901-1,M
895,Yawar,Insaf,347,32997-9963902-1,M
896,Qadi,Wafa,348,32998-9963903-1,M
897,Qani,Faiz,349,32999-9963904-1,M
898,Keyaan,Uthman,350,33000-9963905-1,M
899,Hadee,Saadat,351,33001-9963906-1,M
900,Daghfal,Dawoud,352,33002-9963907-1,M
901,Coman,Qutaybah,353,33003-9963908-1,M
902,Jareer,Mahmud,354,33004-9963909-1,M
903,Nadir,Zaeem,355,33005-9963910-1,M
904,Yaman,Lutf,356,33006-9963911-1,M
905,Qadim,Raheel,357,33007-9963912-1,M
906,Sa’im,Wail,358,33008-9963913-1,M
907,Zaki,Parvez,359,33009-9963914-1,M
908,Bashar,Ghufran,360,33010-9963915-1,M
909,Haider,Zakariya,361,33011-9963916-1,M
910,Diyari,Qani,362,33012-9963917-1,M
911,Pervaiz,Kashif,363,33013-9963918-1,M
912,Latif,Zakariyya,364,33014-9963919-1,M
913,Iyaad,Sadit,365,33015-9963920-1,M
914,Javier,Nadeem,366,33016-9963921-1,M
915,Muslim Boy New Names,Saffar,367,33017-9963922-1,M
916,Usman,Dildar,368,33018-9963923-1,M
917,Ghutayf,Yusr,369,33019-9963924-1,M
918,Liyaqat,Zubair,370,33020-9963925-1,M
919,Mabad,Baahir,371,33021-9963926-1,M
920,Haji,Abdul Afuw,372,33022-9963927-1,M
921,Aadil,Sabeeh,373,33023-9963928-1,M
922,Sabah,Basir,374,33024-9963929-1,M
923,Aatif,Sadiq,375,33025-9963930-1,M
924,Jundub,Urwah,376,33026-9963931-1,M
925,Osama,Kamil,377,33027-9963932-1,M
926,Bilal,Waleed,378,33028-9963933-1,M
927,Yaseen,Intaj,379,33029-9963934-1,M
928,Walliyullah,Wali,380,33030-9963935-1,M
929,Raees,Fadl,381,33031-9963936-1,M
930,Fakeeh,Raghib,382,33032-9963937-1,M
931,Basem,Labeeb,383,33033-9963938-1,M
932,Zafir,Laith,384,33034-9963939-1,M
933,Haaziq,Falah,385,33035-9963940-1,M
934,Jihad,Wazir,386,33036-9963941-1,M
935,Naeem,Zayan,387,33037-9963942-1,M
936,Umayr,Cheherazad,388,33038-9963943-1,M
937,Zaman,Zaman,389,33039-9963944-1,M
938,Izz,Kawkab,390,33040-9963945-1,M
939,Abdul Awwal,Aamir,391,33041-9963946-1,M
940,Basil,Dizhwar,392,33042-9963947-1,M
941,Wasim,Nadim,393,33043-9963948-1,M
942,Abbad,Raahil,394,33044-9963949-1,M
943,Usayd,Yar,395,33045-9963950-1,M
944,Dawlah,Jiyad,396,33046-9963951-1,M
945,Tahawwur,Aasim,397,33047-9963952-1,M
946,Saafir,Rahmat,398,33048-9963953-1,M
947,Ra’id,Jamil,399,33049-9963954-1,M
948,Qutuz,Rabiah,400,33050-9963955-1,M
949,Gohar,Qais,401,33051-9963956-1,M
950,Raahil,Gulzar,402,33052-9963957-1,M
951,Issar,Uhban,403,33053-9963958-1,M
952,Jalil,Damurah,404,33054-9963959-1,M
953,Jabir,Yaqub,405,33055-9963960-1,M
954,Faiz,Zuhoor,406,33056-9963961-1,M
955,Kaleem,Issar,407,33057-9963962-1,M
956,Na’il,Faakhir,408,33058-9963963-1,M
957,Fakhri,Safeenah,409,33059-9963964-1,M
958,Umarah,Nabhan,410,33060-9963965-1,M
959,Jahanzeb,Haaziq,411,33061-9963966-1,M
960,Yaghnam,Iskandar,412,33062-9963967-1,M
961,Farafisa,Kamran,413,33063-9963968-1,M
962,Isam,Farasat,414,33064-9963969-1,M
963,Ishaq,Diyari,415,33065-9963970-1,M
964,Faheem,Waseem,416,33066-9963971-1,M
965,Sadit,Ishaq,417,33067-9963972-1,M
966,Ghauth,Layth,418,33068-9963973-1,M
967,Barr,Bazam,419,33069-9963974-1,M
968,Rabiah,Hafiz,420,33070-9963975-1,M
969,Hajjaj,Ghazalan,421,33071-9963976-1,M
970,Mahja,Zaigham,422,33072-9963977-1,M
971,Saad,Jaraah,423,33073-9963978-1,M
972,Daniel,Dawlah,424,33074-9963979-1,M
973,Zakariya,Qamar,425,33075-9963980-1,M
974,Burhan,Daniel,426,33076-9963981-1,M
975,Kaiser,Labib,427,33077-9963982-1,M
976,Ziaud,Rafan,428,33078-9963983-1,M
977,Abdul Afuw,Jahangir,429,33079-9963984-1,M
978,Naib,Lahab,430,33080-9963985-1,M
979,Abdul Azeez,Saeed,431,33081-9963986-1,M
980,Khadim,Aamil,432,33082-9963987-1,M
981,Ghadir,Wahhaj,433,33083-9963988-1,M
982,Jamal,Quadir,434,33084-9963989-1,M
983,Jumanah,Liban,435,33085-9963990-1,M
984,Isa,Jahdami,436,33086-9963991-1,M
985,Basim,Aalim,437,33087-9963992-1,M
986,Juayl,Aashif,438,33088-9963993-1,M
987,Hafs,Makki,439,33089-9963994-1,M
988,Ghazawan,Usamah,440,33090-9963995-1,M
989,Kamran,Sabir,441,33091-9963996-1,M
990,Ghawth,Ghunayn,442,33092-9963997-1,M
991,Nadhir,Bashaar,443,33093-9963998-1,M
992,Qamar,Saafir,444,33094-9963999-1,M
993,Qabeel,Yushua,445,33095-9964000-1,M
994,Wakeel,Rafiq,446,33096-9964001-1,M
995,Daniyal,Kazim,447,33097-9964002-1,M
996,Ghusun,Ghannam,448,33098-9964003-1,M
997,Uzair,Wajeeh,449,33099-9964004-1,M
998,Wajahat,Nabih,450,33100-9964005-1,M
999,Duha,Yaqoot,451,33101-9964006-1,M
1000,Rabah,Owais,452,33102-9964007-1,M
1001,Aalam,Juhaym,453,33103-9964008-1,M
1002,Wisam,Darim,454,33104-9964009-1,M
1003,Zarar,Abbad,455,33105-9964010-1,M
1004,Iskandar,Iyaas,456,33106-9964011-1,M
1005,Qurban,Madani,457,33107-9964012-1,M
1006,Rafan,Sabur,458,33108-9964013-1,M
1007,Kalbi,Faaz,459,33109-9964014-1,M
1008,Abdul Aalee,Ilan,460,33110-9964015-1,M
1009,Gulzar,Qays,461,33111-9964016-1,M
1010,Umair,Rabar,462,33112-9964017-1,M
1011,Rahmat,Hadee,463,33113-9964018-1,M
1012,Zafar,Aaqil,464,33114-9964019-1,M
1013,Waiz,Daamin,465,33115-9964020-1,M
1014,Daanish,Ghazi,466,33116-9964021-1,M
1015,Aashir,Walid,467,33117-9964022-1,M
1016,Zaim,Yahya,468,33118-9964023-1,M
1017,Saeed,Ihtsham,469,33119-9964024-1,M
1018,Zamil,Nadhir,470,33120-9964025-1,M
1019,Babar,Cal,471,33121-9964026-1,M
1020,Ilan,Zarar,472,33122-9964027-1,M
1021,Jafar,Gulab,473,33123-9964028-1,M
1022,Aaban,Basharat,474,33124-9964029-1,M
1023,Jasmir,Uqbah,475,33125-9964030-1,M
1024,Ihtsham,Behzad,476,33126-9964031-1,M
1025,Utbah,Qatadah,477,33127-9964032-1,M
1026,Ghalib,Ithaar,478,33128-9964033-1,M
1027,Yar,Walliyullah,479,33129-9964034-1,M
1028,Dinar,Jibran,480,33130-9964035-1,M
1029,Hamd,Utbah,481,33131-9964036-1,M
1030,Malih,Jummal,482,33132-9964037-1,M
1031,Intikhab,Dilawar,483,33133-9964038-1,M
1032,Waqar,Nafasat,484,33134-9964039-1,M
1033,Abdul Ahad,Istakhri,485,33135-9964040-1,M
1034,Ijli,Gamal,486,33136-9964041-1,M
1035,Aariz,Haleef,487,33137-9964042-1,M
1036,Cal,Basil,488,33138-9964043-1,M
1037,Dhul Fiqar,Ishrat,489,33139-9964044-1,M
1038,Dilawar,Latif,490,33140-9964045-1,M
1039,Zakariyya,Bilal,491,33141-9964046-1,M
1040,Kajji,Urooj,492,33142-9964047-1,M
1041,Rafee,Jamal,493,33143-9964048-1,M
1042,Usamah,Intizar,494,33144-9964049-1,M
1043,Ma’n,Burhan,495,33145-9964050-1,M
1044,Ilifat,Qadi,496,33146-9964051-1,M
1045,Wazir,Qasid,497,33147-9964052-1,M
1046,Waseem,Zufar,498,33148-9964053-1,M
1047,Omar,Maaz,499,33149-9964054-1,M
1048,Jamil,Inayat,500,33150-9964055-1,M
1049,Nabeel,Mahdi,501,33151-9964056-1,M
1050,Liban,Nafis,502,33152-9964057-1,M
1051,Bashaar,Sabah,503,33153-9964058-1,M
1052,Wajid,Zohair,504,33154-9964059-1,M
1053,Jasim,Ghauth,505,33155-9964060-1,M
1054,Zarrar,Majd,506,33156-9964061-1,M
1055,Aamil,Qadeer,507,33157-9964062-1,M
1056,Wajih,Deen,508,33158-9964063-1,M
1057,Owais,Zaim,509,33159-9964064-1,M
1058,Raghib,Farafisa,510,33160-9964065-1,M
1059,Raihan,Jahdari,511,33161-9964066-1,M
1060,Zunnoon,Imran,512,33162-9964067-1,M
1061,Damurah,Rafay,513,33163-9964068-1,M
1062,Laith,Zeeshan,514,33164-9964069-1,M
1063,Sa’dan,Taha,515,33165-9964070-1,M
1064,Juhaym,Qasim,516,33166-9964071-1,M
1065,Aban,Wasim,517,33167-9964072-1,M
1066,Watheq,Aaban,518,33168-9964073-1,M
1067,Sa’id,Sa’ir,519,33169-9964074-1,M
1068,Ghunayn,Watheq,520,33170-9964075-1,M
1069,Qutaybah,Imaad,521,33171-9964076-1,M
1070,Taimur,Wasif,522,33172-9964077-1,M
1071,Wasil,Fahd,523,33173-9964078-1,M
1072,Imran,Izzat,524,33174-9964079-1,M
1073,Raheesh,Jubair,525,33175-9964080-1,M
1074,Kaamil,Waiz,526,33176-9964081-1,M
1075,Sadeed,Nabil,527,33177-9964082-1,M
1076,Fadil,Careem,528,33178-9964083-1,M
1077,Farasat,Aalee,529,33179-9964084-1,M
1078,Fadl,Kawthar,530,33180-9964085-1,M
1079,Yaqub,Raihan,531,33181-9964086-1,M
